http://eventful.com/performers/wale-/P0-001-000111777-7;http://eventful.com/williamsburg/venues/busch-gardens-williamsburg-/V0-001-000463346-1;0
http://eventful.com/performers/wale-/P0-001-000111777-7;http://www.youtube.com/watch?v=C_0PnbdDhTQ&feature=youtube_gdata_player;1
http://eventful.com/performers/wale-/P0-001-000111777-7;http://www.youtube.com/watch?v=q9M7XpHqeP0&feature=youtube_gdata_player;1
http://eventful.com/performers/wale-/P0-001-000111777-7;http://eventful.com/halescorners/venues/st-marys-festival-/V0-001-001522775-2;0
http://eventful.com/performers/wale-/P0-001-000111777-7;http://eventful.com/lubbock/events/relient-k-/E0-001-049193817-9;0
http://eventful.com/performers/wale-/P0-001-000111777-7;http://upcoming.yahoo.com/event/9254367/WV/Beckley/Hatfields-amp-McCoys/Theater-West-Virginia/;0
http://eventful.com/performers/wale-/P0-001-000111777-7;http://upcoming.yahoo.com/event/9152956/GA/Savannah/Savannah-Military-July-Festival-2012/Park/;0
http://eventful.com/performers/wale-/P0-001-000111777-7;http://eventful.com/annarbor/events/billy-joe-shaver-/E0-001-049201791-4;0
http://eventful.com/performers/wale-/P0-001-000111777-7;http://www.youtube.com/watch?v=9Oy9wHwvGYw&feature=youtube_gdata_player;1
http://eventful.com/performers/wale-/P0-001-000111777-7;http://www.ochorioscruise.eventbrite.com/;0
http://eventful.com/performers/wale-/P0-001-000111777-7;http://eventful.com/milwaukee_wi/venues/wisconsin-exposition-center-/V0-001-000239615-9;0
http://eventful.com/performers/wale-/P0-001-000111777-7;http://ea5-es2.eventbrite.com/?rank=95;0
http://eventful.com/performers/wale-/P0-001-000111777-7;http://www.eventbrite.com/event/3347274789/es2?rank=33;0
http://eventful.com/performers/wale-/P0-001-000111777-7;http://skinnycowdirtydancingmiami.eventbrite.com/;0
http://eventful.com/chicago_il/events/lollapalooza-2012-friday-/E0-001-041713439-3;http://eventful.com/tinleypark/events/cody-simpson-/E0-001-049319373-4?i=http://s2.evcdn.com/images/edpborder500/I0-001/002/635/553-8.jpeg_/cody-simpson-53.jpeg;0
http://eventful.com/chicago_il/events/lollapalooza-2012-friday-/E0-001-041713439-3;http://oracle-arena-group-sales-eventful.eventbrite.com/r/eventful;0
http://eventful.com/chicago_il/events/lollapalooza-2012-friday-/E0-001-041713439-3;http://upcoming.yahoo.com/venue/936958/QLD/Brisbane/39aaaquotquotquot-aquotquotquotquotquot/;0
http://eventful.com/chicago_il/events/lollapalooza-2012-friday-/E0-001-041713439-3;http://eventful.com/performers/the-shins-/P0-001-000003638-7;1
http://eventful.com/chicago_il/events/lollapalooza-2012-friday-/E0-001-041713439-3;http://eventful.com/performers/bassnectar-/P0-001-000024416-2;1
http://eventful.com/chicago_il/events/lollapalooza-2012-friday-/E0-001-041713439-3;http://falcontampa.eventbrite.com/;0
http://eventful.com/chicago_il/events/lollapalooza-2012-friday-/E0-001-041713439-3;http://eventful.com/performers/the-black-keys-/P0-001-000006320-2;1
http://eventful.com/chicago_il/events/lollapalooza-2012-friday-/E0-001-041713439-3;http://eventful.com/oakland/venues/oracle-arena-/V0-001-000515210-3;0
http://eventful.com/chicago_il/events/lollapalooza-2012-friday-/E0-001-041713439-3;http://eventful.com/performers/wale-/P0-001-000111777-7;1
http://eventful.com/chicago_il/events/lollapalooza-2012-friday-/E0-001-041713439-3;http://eventful.com/performers/tame-impala-/P0-001-000227093-0;1
http://eventful.com/chicago_il/events/lollapalooza-2012-friday-/E0-001-041713439-3;http://eventful.com/performers/the-head-and-the-heart-/P0-001-000220631-5;1
http://eventful.com/chicago_il/events/lollapalooza-2012-friday-/E0-001-041713439-3;http://eventful.com/performers/metric-/P0-001-000000812-6;1
http://eventful.com/chicago_il/events/lollapalooza-2012-friday-/E0-001-041713439-3;http://jayz-hitscollection.eventbrite.com/;0
http://eventful.com/chicago_il/events/lollapalooza-2012-friday-/E0-001-041713439-3;http://eventful.com/montreal/venues/parc-jeandrapeau-/V0-001-000398197-2;0
