2;http://eventful.com/performers/wale-/P0-001-000111777-7;http://www.youtube.com/watch?v=C_0PnbdDhTQ&feature=youtube_gdata_player;1;1;1
14;http://eventful.com/performers/wale-/P0-001-000111777-7;http://skinnycowdirtydancingmiami.eventbrite.com/;0;0;NULL
18;http://eventful.com/chicago_il/events/lollapalooza-2012-friday-/E0-001-041713439-3;http://eventful.com/performers/the-shins-/P0-001-000003638-7;1;0;NULL
21;http://eventful.com/chicago_il/events/lollapalooza-2012-friday-/E0-001-041713439-3;http://eventful.com/performers/the-black-keys-/P0-001-000006320-2;1;1;NULL
24;http://eventful.com/chicago_il/events/lollapalooza-2012-friday-/E0-001-041713439-3;http://eventful.com/performers/tame-impala-/P0-001-000227093-0;1;1;1
25;http://eventful.com/chicago_il/events/lollapalooza-2012-friday-/E0-001-041713439-3;http://eventful.com/performers/the-head-and-the-heart-/P0-001-000220631-5;1;0;NULL
26;http://eventful.com/chicago_il/events/lollapalooza-2012-friday-/E0-001-041713439-3;http://eventful.com/performers/metric-/P0-001-000000812-6;1;0;NULL
30;http://eventful.com/chicago_il/events/lollapalooza-2012-friday-/E0-001-041713439-3;http://eventful.com/chicago_il/venues/grant-park-/V0-001-000161382-8;1;1;NULL
32;http://eventful.com/chicago_il/events/lollapalooza-2012-friday-/E0-001-041713439-3;http://eventful.com/performers/black-sabbath-/P0-001-000004500-2;1;1;NULL
35;http://eventful.com/topeka/venues/ramada-inn-downtown-/V0-001-000200718-5;http://eventful.com/events/deep-cove-daze-/E0-001-048568168-7;0;0;NULL
39;http://eventful.com/topeka/venues/ramada-inn-downtown-/V0-001-000200718-5;http://eventful.com/indialantic/venues/lous-blues-club-/V0-001-000550240-5;0;1;NULL
41;http://eventful.com/topeka/venues/ramada-inn-downtown-/V0-001-000200718-5;http://www.eventbrite.com/event/3740012478/eac2;0;0;NULL
45;http://eventful.com/topeka/venues/ramada-inn-downtown-/V0-001-000200718-5;http://upcoming.yahoo.com/event/9395771/FL/St-Augustine/Realm-of-the-Alligator/St-Augustine-Alligator-Farm-Zoological-Park/;0;0;NULL
46;http://eventful.com/topeka/events/candye-kane-/E0-001-046627183-2;http://eventful.com/performers/candye-kane-/P0-001-000012124-1;1;1;1
52;http://eventful.com/topeka/events/candye-kane-/E0-001-046627183-2;http://eventful.com/topeka/venues/ramada-inn-downtown-/V0-001-000200718-5;1;1;NULL
53;http://eventful.com/topeka/events/candye-kane-/E0-001-046627183-2;http://eventful.com/atlanta_ga/events/atlanta-street-food-festival-/E0-001-048987127-9;0;1;NULL
54;http://eventful.com/topeka/events/candye-kane-/E0-001-046627183-2;http://www.eventbrite.com/event/3810262598/efblike;0;0;NULL
69;http://hazzardhomecoming2012.eventbrite.com/;http://eventful.com/chattanooga/events/riverrocks-outdoor-festival120-events-/E0-001-049610805-6?v2=1;0;0;NULL
72;http://muddypawstrailruns.eventbrite.com/;http://upcoming.yahoo.com/venue/775125/TX/Dallas/Winspear-Opera-House/;0;0;NULL
77;http://muddypawstrailruns.eventbrite.com/;http://billboardpostparty.eventbrite.com/;0;1;NULL
78;http://muddypawstrailruns.eventbrite.com/;http://braininjuryconference.eventbrite.com/;0;1;NULL
81;http://muddypawstrailruns.eventbrite.com/;http://upcoming.yahoo.com/venue/850903/TX/Austin/One-World-Theater/;0;1;NULL
83;http://muddypawstrailruns.eventbrite.com/;http://eventful.com/norman/events/billy-currington-/E0-001-048983441-8;0;0;NULL
84;http://muddypawstrailruns.eventbrite.com/;http://eventful.com/performers/P0-001-000003124-9;0;0;NULL
89;http://muddypawstrailruns.eventbrite.com/#m_1_100;http://eventful.com/performers/P0-001-000075587-1;0;0;NULL
92;http://muddypawstrailruns.eventbrite.com/#m_1_100;http://eventful.com/montreal/events/osheaga-festival-2012-saturday-/E0-001-047500624-9;0;0;NULL
98;http://muddypawstrailruns.eventbrite.com/#m_1_200;http://upcoming.yahoo.com/event/9149601/VA/Virginia-Beach/Verizon-Wireless-American-Music-Festival/5th-Street-Beach-Stage/;0;0;NULL
99;http://muddypawstrailruns.eventbrite.com/#m_1_200;http://eventful.com/gulfbreeze/events/reggae-festival-/E0-001-032343834-5@2012072312;0;0;NULL
101;http://muddypawstrailruns.eventbrite.com/#m_1_200;http://eventful.com/lancaster/events/alexandria-harmonizers-/E0-001-045997556-9;0;0;NULL
114;http://www.eventbrite.com/event/3109319057/rss;http://handleyramseycruise2012.eventbrite.com/;0;0;NULL
116;http://www.eventbrite.com/event/3109319057/rss;http://eventful.com/performers/mark-slaughter-/P0-001-000051604-1;0;0;NULL
117;http://www.eventbrite.com/event/3109319057/rss;http://bhffinalday.eventbrite.com/;0;0;NULL
123;http://www.eventbrite.com/event/3109319057/rss;http://eventful.com/performers/P0-001-000249063-1;0;0;NULL
124;http://www.eventbrite.com/event/2355086126/rss;http://eventful.com/venues/carolina-puerto-rico-puerto-rico-/V0-001-000950525-1;0;0;NULL
128;http://www.eventbrite.com/event/2355086126/rss;http://eventful.com/montreal/events/osheaga-festival-2012-friday-/E0-001-047027204-1;0;0;NULL
131;http://www.eventbrite.com/event/2355086126/rss;http://eventful.com/vancouver/events/vancouver-kidney-walk-2012-/E0-001-049640966-3;0;0;NULL
138;http://www.eventbrite.com/event/3109636005/rss;http://ngrvanfarce.eventbrite.com/;0;0;NULL
139;http://www.eventbrite.com/event/3109636005/rss;http://eventful.com/woodstock_al/events/woodstock-festival-art-/E0-001-047827699-1@2012081208;0;0;NULL
145;http://www.eventbrite.com/event/3109636005/rss;http://essencemusic2013.eventbrite.com/;0;0;NULL
152;http://upcoming.yahoo.com/event/9276433/NJ/Medford/Independence-Day-Celebration-and-Fireworks-Display/Freedom-Park/;http://upcoming.yahoo.com/venue/157822/NJ/Medford/Freedom-Park/;1;1;NULL
158;http://upcoming.yahoo.com/event/9276433/NJ/Medford/Independence-Day-Celebration-and-Fireworks-Display/Freedom-Park/;http://eventful.com/minneapolis_mn/venues/red-stag-supper-club-/V0-001-000450188-9;0;0;NULL
161;http://upcoming.yahoo.com/venue/157822/NJ/Medford/Freedom-Park/;http://eventful.com/performers/hank-3-/P0-001-000046744-4;0;1;NULL
164;http://upcoming.yahoo.com/venue/157822/NJ/Medford/Freedom-Park/;http://upcoming.yahoo.com/event/9261294/QLD/Brisbane/popli/39ccccquotquotquot/;0;0;NULL
166;http://upcoming.yahoo.com/venue/157822/NJ/Medford/Freedom-Park/;http://eventful.com/duluth_ga/events/mr-smokeys-karaoke-/E0-001-033383083-4@2012091121;0;0;NULL
171;http://upcoming.yahoo.com/venue/157822/NJ/Medford/Freedom-Park/;http://www.eventbrite.com/event/2794882569/eorg;0;0;NULL
172;http://upcoming.yahoo.com/venue/157822/NJ/Medford/Freedom-Park/;http://muddypawstrailruns.eventbrite.com/#m_1_100;0;0;NULL
175;http://eventful.com/performers/slaughter-/P0-001-000028385-1;http://biclaunch-eac2.eventbrite.com/;0;0;NULL
176;http://eventful.com/performers/slaughter-/P0-001-000028385-1;http://upcoming.yahoo.com/venue/703475/FL/St-Petersburg/Waterside-Courtyard-amp-The-Pier/;0;0;0
178;http://eventful.com/performers/slaughter-/P0-001-000028385-1;http://www.eventbrite.com/event/3915278704/efblike;0;0;NULL
184;http://eventful.com/performers/mark-slaughter-/P0-001-000051604-1;http://eventful.com/williamsburg/venues/busch-gardens-williamsburg-/V0-001-000463346-1;0;0;NULL
197;http://eventful.com/venues/hong-kong-convention-exhibition-centre-/V0-001-000238840-6;http://eventful.com/fortworth/venues/national-multicultural-western-heritage-museum-/V0-001-006155892-3;0;0;NULL
201;http://eventful.com/venues/hong-kong-convention-exhibition-centre-/V0-001-000238840-6;http://eventful.com/pensacola/events/teacher-appreciation-day-/E0-001-023011820-2@2012072622;0;0;0
204;http://eventful.com/venues/hong-kong-convention-exhibition-centre-/V0-001-000238840-6;http://eventful.com/siouxfalls/events/sioux-falls-jazz-blues-festival-jazzfest-/E0-001-030313425-6;0;0;NULL
210;http://eventful.com/events/hong-kong-fashion-week-springsummer-/E0-001-048980197-9;http://eventful.com/milwaukee_wi/venues/wisconsin-exposition-center-/V0-001-000239615-9;0;0;NULL
215;http://eventful.com/events/hong-kong-fashion-week-springsummer-/E0-001-048980197-9;http://upcoming.yahoo.com/venue/850903/TX/Austin/One-World-Theater/;0;0;NULL
216;http://eventful.com/events/hong-kong-fashion-week-springsummer-/E0-001-048980197-9;http://upcoming.yahoo.com/event/7244549/IL/Chicago/Chicago-Symphony-Orchestra-Michael-Tilson-Thomas-Conductor/Symphony-Center/;0;0;NULL
220;http://handleyramseycruise2012.eventbrite.com/;http://smcchicagosummersoiree.eventbrite.com/;0;0;NULL
222;http://handleyramseycruise2012.eventbrite.com/;http://eventful.com/woodstock_al/events/woodstock-southern-style-/E0-001-048617001-8;0;0;NULL
226;http://handleyramseycruise2012.eventbrite.com/;http://eventful.com/destin/venues/harborwalk-village-/V0-001-002209815-8;0;1;NULL
230;http://handleyramseycruise2012.eventbrite.com/;http://ngrvandontpanic.eventbrite.com/;0;0;NULL
249;http://eventful.com/performers/P0-001-007513898-4;http://upcoming.yahoo.com/event/9254367/WV/Beckley/Hatfields-amp-McCoys/Theater-West-Virginia/;0;0;NULL
250;http://eventful.com/performers/P0-001-007513898-4;http://upcoming.yahoo.com/event/9152956/GA/Savannah/Savannah-Military-July-Festival-2012/Park/;0;1;0
